9952161424001401,.b10016417,Order and reason in politics : theories of absolute and limited monarchy in early modern England / Robert Eccleshall.,"Published for the University of Hull by Oxford University Press,",1978.
9952161440801401,.b10022016,Understanding the new religions / edited by Jacob Needleman and George Baker.,"Seabury Press,",1978.
9952161514701401,.b10006345,"A Documentary history of American industrial society; ed. by John R. Commons, Ulrich B. Phillips, Eugene A. Gilmore, Helen L. Sumner, and John B. Andrews. Prepared under the auspices of the American Bureau of Industrial Research, with the co-operation of the Carnegie Institution of Washington. With preface by Richard T. Ely and introduction by John B. Clark ...","The A.H. Clark Company,",1910-11.
9952162453501401,.b10174734,Democratic political theory / J. Roland Pennock.,"Princeton University Press,",c1979.
9952164106101401,.b10336102,Doubles strategy : a creative and psychological approach to tennis / Francoise Durr.,"D. McKay Co.,",c1978.
9952164134501401,.b10333836,The Shaping of the Nazi state / edited by Peter D. Stachura.,Croom Helm ;,1978.
9952166156001401,.b10604200,Shogi ; Japan's game of strategy.,C.E. Tuttle Co.,[c1966]
9952166652501401,.b10637588,Sports for the handicapped / by George T. Stafford.,"Prentice-Hall, inc.,",1939.
9952166873001401,.b10680494,"Man, state, and society in the Soviet Union. Edited by Joseph L. Nogee.",Praeger,[1972]
9952167168201401,.b10717687,"Homage to Robert Browning, by Aleph Tanner.","Printed by the Baylor University Press,",1920]
9952167187901401,.b10716671,"The Bible in Browning, with particular reference to The ring and the book.","The Macmillan Company,",1903.
9952167188201401,.b10716634,"Browning's Ring metaphor and truth, by Paul A. Cundiff.","Scarecrow Press,",1972.
9952167189401401,.b10716518,"Browning's Roman murder story; a reading of The ring and the book [by] Richard D. Altick and James F. Loucks, II.",University of Chicago Press,[1968]
9952167190401401,.b10716403,"Browning's Parleyings; the autobiography of a mind, by William Clyde De Vane, jr. ...",Yale university press;,1927.
9952167238701401,.b10717122,Robert Browning: a study of his poetry.,"Eyre & Spottiswoode,",1967.
9952167264301401,.b10725611,Robert Browning and Alfred Domett; edited by Frederic G. Kenyon.,"Smith, Elder,",1906.
9952167270801401,.b10724515,Matthew Arnold and France : the poet / Iris Esther Sells.,"The University Press,",1935.
9952167362901401,.b10725398,The shield of Achilles.,Random House,[1955]
9952167365801401,.b10729252,"Poetical works of Robert Bridges, excluding the eight dramas.","H. Frowde, Oxford university press,",1912.
9952167415401401,.b10727772,Byron's Don Juan : a critical study / by Elizabeth Boyd French.,"Humanities Press,",c1958.
9952167428601401,.b10728880,Near and far : new poems / by Edmund Blunden.,"Harper,",c1930.
9952167436501401,.b10724990,"Browning, background and conflict. With a prefatory word by William Lyon Phelps.","E. P. Dutton & Co., Inc.",[1932]
9952167439901401,.b10728806,"The poems of George Chapman, edited by Phyllis Brooks Barlett.",Modern Language Association of America;,1941.
9952167512901401,.b10728661,"The poems of Thomas Carew, with his masque Coelum Britannicum sic. Edited with an introd. and notes by Rhodes Dunlap.","Clarendon Press,",1949.
9952167545001401,.b10724072,The poems of Richard Aldington.,"Doubleday, Doran & company, inc.,",1934.
9952167581801401,.b10757673,The vision of William concerning Piers the Plowman / by William Langland (or Langley) according to the version rev. and enl. by the author about A. D. 1377 ; edited by the Rev. Walter Skeat.,"At the Clarendon Press,",1906.
9952167594601401,.b10756553,"The complete poems of John Skelton, laureate. Ed. by Philip Henderson.",J. M. Dent,[1948]
9952167622001401,.b10726986,Robert Burns.,Rinehart,[1950]
9952167646701401,.b10730916,The complete poetical works of Alexander Pope.,"Houghton Mifflin Co.,",[c1903]
9952168077801401,.b10818509,"Enoch Arden, &c. By Alfred Tennyson.","Ticknor and Fields,",1864.
9952168186601401,.b10840540,"Kunstlerische Gymnastik fur Kinder : Erfahrugen, Gedanken, Hinweise fur Trainer, Ubungsleiter und Lehrer fur den Unterricht mit Madchen im Alter von 9 bis 12 Jahren / Melitta Heinss.","Sportverlag,",1966.
9952169368301401,.b11181850,"The focusing artifice; the poetry of Robert Browning [by] Roma A. King, Jr.","Ohio University Press,",1968.
9952171021901401,.b11344295,"Modern democracies, by James Bryce.","Macmillan,",1921.
9952171082001401,.b11381528,Society and politics in Wilhelmine Germany / edited by Richard J. Evans.,Croom Helm ;,1978.
9952171171501401,.b11381413,Beginning badminton / Judy Hashman and C. M. Jones.,"Arco Pub. Co.,",c1977.
9952171352501401,.b11378098,Webster's sports dictionary.,"G. & C. Merriam,",c1976.
9952171447101401,.b11382478,"The economic and social growth of early Greece, 800-500 B.C. / Chester G. Starr.","Oxford University Press,",1977.
9952174175301401,.b11516938,Early Tudor composers; biographical sketches of thirty-two musicians and composers of the period 1485-1555. With a preface by Sir W. Henry Hadow. By William H. Grattan Flood.,"Oxford University Press, H. Milford,",1925.
9952174193001401,.b11508887,"Conditions of peace, by Edward Hallett Carr.","The Macmillan company,",1942.
9952174195501401,.b11508590,United nations primer.,"Farrar & Rinehart, inc.",[1945]
9952174196901401,.b11509818,"U.S. war aims, by Walter Lippmann ...","Little, Brown and Company,",1944.
9952174198601401,.b11509612,Canada in world affairs.,"Oxford University Press,",1941-1985.
9952174200501401,.b11509351,"How to win the peace, by C. J. Hambro.",J. B. Lippincott Company,[1942]
9952174372901401,.b11550624,"The World War and American isolation, 1914-1917.","Harvard University Press,",1959.
9952174464401401,.b11555397,"With the allies, by Richard Harding Davis.","C. Scribner's sons,",1914.
9952174466601401,.b11555038,"The A.E.F. in battle, by Dale Van Every; introduction by Maj. Gen. Hanson Edward Ely.","D. Appleton,",1928.
9952174478901401,.b11562006,"Fighting in Flanders, by E. Alexander Powell...","C. Scribner's sons,",1914.
9952174482701401,.b11551495,What Germany forgot.,"The Macmillan Company,",1940.
9952174488901401,.b11550910,German atrocities from German evidence. Translated by Bernhard Harrison.,"A. Colin,",1915.
9952174489601401,.b11550880,"Soldiers and statesmen, 1914-1918, by Field-Marshal Sir William Robertson, bart. ...","Cassell and Company, Ltd.",[1926]
9952174524501401,.b11551951,Reports on the violation of the rights of nations and of the laws ans customs of war in Belgium. (Pub. on behalf of the Belgian legation),"H.M. Stationery, off., Harrison and sons [etc.] printers",[1915-16]
9952174578701401,.b11565366,"Way of the lancer, by Richard Boleslavski, in collaboration with Helen Woodward.",Bobbs-Merrill,[c1932]
9952174601101401,.b11557710,"The last four months; how the war was won, by Major-General Sir F. Maurice ... with maps.","Little, Brown, and company,",1919.
9952174619401401,.b11554083,"Road to war, America, 1914-1917, by Walter Millis.","Houghton Mifflin company,",1935.
9952174620401401,.b11554423,"The great departure; the United States and World War I, 1914-1920 [by] Daniel M. Smith.",J. Wiley,[1965]
9952174632201401,.b11556353,Sir Douglas Haig's despatches (December 1915-April 1919) ed. by Lieut.-Colonol J. H. Boraston.,J. M. Dent & sons ltd.;,1919.
9952174710201401,.b11564684,"Verdun experiences [by] Margaret Lambie, as written in the Vassar Quarterly of November, 1919, with illustrations added and comments through World War II.","The Courant Press, Inc.,",1945]
9952174733501401,.b11564234,"My home in the field of mercy, by Frances Wilson Huard, with drawings by Charles Huard.",G.H. Doran Co.,[c1917]
9952174742201401,.b11552803,"Soldiers all; portraits and sketches of the men of the A. E. F., by Joseph Cummings Chase.","George H. Doran company,",1920.
