9952160764301401,.b10018566,The operational code of the Politburo.,"McGraw-Hill,",1951.
9952160782701401,.b1001388x,The law of the United Nations : a critical analysis of its fundamental problems.,"F.A. Praeger,",1950.
9952160783901401,.b1001374x,"A social history of the navy, 1793-1815.",Allen & Unwin,[1960]
9952160886101401,.b1001178x,"History of Vietnamese communism, 1925-1976 / Douglas Pike.","Hoover Institution Press,",c1978.
9952160886701401,.b10011717,"Instructions to the American delegates to the Hague peace conferences and their official reports, ed., with an introduction, by James Brown Scott.","Oxford university press, American branch; [etc., etc.]",1916.
9952160894001401,.b10018074,"The Social Democratic Party of Germany, from working-class movement to modern political party.","Yale University Press,",1964.
9952160905401401,.b10014160,The United Nations as a political institution [by] H. G. Nicholas.,"Oxford University Press,",1971.
9952161379701401,.b1003934x,Hart and Wechsler's The Federal courts and the Federal system.,"Foundation Press,",1973.
9952161382601401,.b10039053,"Where have all the voters gone? : The fracturing of America's political parties / by Everett Carll Ladd, Jr.","Norton,",c1978.
9952161418301401,.b10006023,"Guaranteed annual wages, by Jack Chernick and George C. Hellickson.",University of Minnesota Press,[1945]
9952161425101401,.b10016302,"Handbook of the law of torts, by William L. Prosser.","West Pub. Co.,",1971.
9952161539901401,.b1000984x,Ten years of world co-operation. Foreword by Eric Drummond.,,1930.
9952161542301401,.b10009577,"Voting procedures in international political organizations, by Wellington Koo, Jr.","Columbia University Press,",1947.
9952161544001401,.b10009395,"The structure of lasting peace; an inquiry into the motives of war and peace, by Horace Meyer Kallen, PH. D.","Marshall Jones company,",1918.
9952161567001401,.b10056774,"Government in the third Reich, by Fritz Morstein Marx ... with a foreword by W. Y. Elliott.","McGraw-Hill Book Company, inc.,",1936.
9952161604701401,.b10054212,"Constitutional history of England, by George Burton Adams ...",H. Holt and Company,[c1934]
9952161615501401,.b10053311,"Constitutions of nations; the first compilation in the English language of the texts of the constitutions of the various nations of the world, together with summaries,annotations, bibliographies, and comparative tables.","Rumford Press,",1950]
9952161616401401,.b10045843,The Department of State on the eve of the First World War / Rachel West.,"University of Georgia Press,",c1978.
9952161634801401,.b1005649x,"English constitutional documents since 1832, edited by Eugene Morrow Violette.","The Macmillan company,",1936.
9952161635001401,.b10056476,The Supreme Court from Taft to Burger = originally published as The Supreme Court from Taft to Warren / Alpheus Thomas Mason.,"Louisiana State University Press,",c1979.
9952161718301401,.b10055344,"British Government, 1914-1953, select documents.",Methuen,[1955]
9952161725501401,.b10054480,"Representative and responsible government, an essay on the British constitution.",University of Toronto Press,[1964]
9952161732701401,.b10045570,The torment of secrecy; the background and consequences of American security policies.,Free Press,[c1956]
9952161733901401,.b1004551x,"Total espionage, by Curt Riess.",G. P. Putnam's sons,[c1941]
9952161789801401,.b10078885,Woman's work in municipalities.,"Appleton,",1915.
9952161836701401,.b10076190,We the people : the economic origins of the Constitution / by Forrest McDonald.,"University of Chicago Press,",c1958.
9952162101601401,.b10094507,"Reformation, conformity and dissent : essays in honour of Geoffrey Nuttall / edited by R. Buick Knox.","Epworth Press,",1977.
9952162275501401,.b10135534,"Modern guerrilla warfare; fighting communist guerrilla movements, 1941-1961. Introd. by Samuel P. Huntington.",Free Press of Glencoe,[1962]
9952162328501401,.b10111694,"The Organization of knowledge in modern America, 1860-1920 / edited by Alexandra Oleson and John Voss.","Johns Hopkins University Press,",c1979.
9952162420201401,.b10142514,"Novela / Nivola / Miguel de Unamuno ; trans., with an introd. by Anthony Kerrigan ; and with a foreword, by Jean Cassou ; annotated by Martin Nozick and Anthony Kerrigan.","Princeton University Press,",c1976.
