9952160874001401,.b10019133,"Vexed and troubled Englishmen, 1590-1642.","Oxford Univ. Press,",1976 printing.
9952161847801401,.b10057845,"Modern Germany : a social, cultural, and political history / Henry M. Pachter.","Westview Press,",1978.
9952161977301401,.b10106765,"Die Bibel, oder die ganze Heilige Schrift des Alten und Neuen Testaments nach der deutschen Uebersetzung Dr. Martin Luther's.",Koniglichen geheimen ober-hofbuchdruckerei (R. Decker),[n.d.]
9952162386201401,.b10160814,"The British revolution, 1880-1939 / Robert Rhodes James.","Knopf,",1977.
9952162551801401,.b10136678,"[Die Heilige Schrift; Alte Testament, Apocrypha, und Neue Testament]",,n.d.]
9952163035301401,.b10216765,"England, 1868-1914 : the age of urban democracy / by Donald Read.","Longman,",1979.
9952163390501401,.b1026890x,Luther; a profile. Edited by H. G. Koenigsberger.,,[1973]
9952163403201401,.b10262647,"National assessment and the teaching of English : results of the first National Assessment of Educational Progress in writing, reading, and literature : implications for teaching and measurement in the English language arts / John C. Mellon.","National Council of Teachers of English,",[1975]
9952163528601401,.b1027070x,"Universals in linguistic theory, edited by Emmon Bach [and] Robert T. Harms.",,[1968]
9952163661501401,.b10307540,Linguistique et poetique / par Daniel Delas et Jacques Filliolet.,"Larousse,",c1973.
9952163664001401,.b10298393,Apostles into terrorists : women and the revolutionary movement in the Russia of Alexander II / by Vera Broido.,"Viking Press,",1977.
9952163743201401,.b10278291,Freedom and authority : a study of English thought in the early seventeenth century / by Gerald R. Cragg.,,[1975]
9952163853901401,.b10332005,Bloody Mary / Carolly Erickson.,"Doubleday,",1978.
9952164017201401,.b10343003,Weimar eyewitness / [by] Egon Larsen [i.e. E. Lehrburger].,"Bachman and Turner,",1976.
9952164484201401,.b10397875,Africanisms in the Gullah dialect [by] Lorenzo D. Turner.,"Arno Press,",1969.
9952164592401401,.b10401921,"Literary remains of King Edward the Sixth. Edited from his autograph manuscripts, with historical notes and a biographical memoir, by John Gough Nichols.",B. Franklin,[1964]
9952167472201401,.b10770355,"The dog beneath the skin : or, Where is Francis? ; a play in three acts / by W. H. Auden and Christopher Isherwood.","Random House,",1935.
9952167696701401,.b10772716,"What the public wants; a play in four acts, by Arnold Bennett ...",Doran,[c1911]
9952167697901401,.b10772650,"The title; a comedy in three acts, by Arnold Bennett.",George H. Doran company,[c1918]
9952167723401401,.b10769444,Public liberties in the new states / David H. Bayley.,"Rand McNally,",c1964.
9952168084501401,.b10815120,The Saxon age : commentaries of an era / A. F. Scott.,"Croom Helm,",c1979.
9952168873001401,.b10909096,Design for thinking; a first book in semantics.,"Stanford University Press,",1961.
9952168877901401,.b10908857,Language and culture [by] Herbert Landar.,"Oxford University Press,",1966.
