9952163157201401,.b10251066,"Science and the concept of race. Margaret Mead [and others], editors.","Columbia University Press,",1968.
9952163551501401,.b10252277,Dictionary of races or peoples ...,"Govt. Print. Off.,",1911.
9952170475901401,.b11303803,The ethnobotany of pre-Columbian Peru. Foreword by Gordon R. Wiley.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1961 [i. e. 1962]
9952170476101401,.b11303797,Social structure in Southeast Asia / edited by George Peter Murdock.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1960.
9952170476601401,.b11303761,The application of quantitative methods in archaeology / edited by Robert F. Heizer and Sherburne F. Cook.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1960.
9952170476901401,.b11303748,Culture and conquest: America's Spanish heritage.,Wenner-Gren Foundation for Anthropological Research;,1960.
9952170477101401,.b11303736,"Obok, a study of social structure in Eurasia.","Wenner-Gren Foundation for Anthropological Research,",1958.
9952170477401401,.b11303712,Essays in linguistics.,"Wenner-Gren Foundation for Anthropological Research,",1957.
9952170477701401,.b11303700,"Prehistoric settlement patterns in the New World, edited by Gordon R. Willey.","Wenner-Gren Foundation for Anthropological Research,",1956.
9952170478001401,.b11303694,Studies in Cheremis: the supernatural [by] Thomas A. Sebeok and Frances J. Ingemann.,"Wenner-Gren Foundation for Anthropological Research,",1956.
9952170478301401,.b11303682,Social structure and culture change in a Lebanese village.,"Wenner-Gren Foundation for Anthropological Research,",1955.
9952170478901401,.b11303669,Truk: man in paradise [by] Thomas Gladwin and Seymour B. Sarason.,"Wenner-Gren Foundation for Anthropological Research,",1953 [i.e. 1954]
9952170479501401,.b11303645,Tlatilco and the pre-classic cultures of the New World.,"Wenner-Gren Foundation for Anthropological Research,",1953.
9952170480101401,.b11303621,Change and history; a study of the dated distributions of technological innovations in England.,"Wenner-Gren Foundation for Anthropological Research,",1952.
9952170480501401,.b11303608,The Black Carib of British Honduras.,"Wenner-Gren Foundation for Anthropological Research,",1951.
9952170481001401,.b1130358x,Sexual behavior in western Arnhem Land [by] Ronald M. Berndt [and] Catherine H. Berndt.,"The Viking Fund,",1951.
9952170490901401,.b11305617,Penny capitalism : a Guatemalan Indian economy.,"U.S. Govt. Print. Off.,1953.",
9952170491101401,.b11305599,"Indian tribes of northern Mato Grosso, Brazil / by Kalervo Oberg ; with appendix, anthropometry of the Umotina, Nambicuara, and Iranxe, with comparative data from other northern Mato Grosso tribes, by Marshall T. Newman.","U.S. Govt. Print. Off.,",1953.
9952170491301401,.b11305575,"The Indian caste of Peru, 1795-1940 : a population study based upon tax records and census reports / by George Kubler ; prepared in cooperation with the U.S. Dept. of State as a project of the Interdepartmental Committee on Scientific and Cultural Cooperation.","U.S. Govt. Print. Off.,",1952.
9952170491501401,.b11305551,"The Tajin Totonac. Part I, History, subsistence, shelter and technology / by Isabel Kelly and Angel Palerm ; prepared in cooperation with the United States Department of State as a project of the Interdepartmental Committee on Scientific and Cultural Cooperation.","U.S. Govt. Print. Off.,",1952.
9952170491701401,.b11305538,Cruz das Almas : a Brazilian village / by Donald Pierson ; with the assistance of Levi Cruz ... [et al.].,"U.S. Govt. Print. Off.,",1951.
9952170491901401,.b11305514,Quiroga : a Mexican municipio / by Donald D. Brand ; assisted by Jose Corona Nuñez ; prepared in cooperation with the United States Department of State as a project of the Interdepartmental Committee on Scientific and Cultural Cooperation.,"U.S. Govt. Print. Off.,",1951.
9952170492101401,.b11305496,Nomads of the long bow : the Siriono of Eastern Bolivia / prepared in cooperation with the United States Department of State as a project of the Interdepartmental Committee on Scientific and Cultural Cooperation.,"U.S. Govt. Print. Off.,",1950.
9952170492401401,.b11305460,"The Terena and the Caduveo of southern Mato Grosso, Brazil / by Kalervo Oberg ; prepared in cooperation with the United States Department of State as a project of the Interdepartmental Committee on Scientific and Cultural Cooperation.","U.S. Govt. Print. Off.,",1949.
9952170492601401,.b11305447,Sierra Popoluca speech / by Mary L. Foster and George M. Foster.,"U.S. Govt. Print. Off.,",1948.
9952170646201401,.b1130277x,Plant geography and culture history in the American Southwest [by] George F. Carter.,"[The Viking Fund],",1945.
9952170646501401,.b11302756,Peruvian archeology in 1942 [by] A. L. Kroeber.,"The Viking Fund,",1944.
9952170646901401,.b11302732,"Archeological explorations in the Cordillera Vilcabamba, southeastern Peru [by] Paul Fejos.","[The Viking Fund],",1944.
9952170647301401,.b11302719,"Yokuts language of California / Stanley Newman ; Cornelius Osgood, editor.","Wenner-Gren Foundation,",1944.
9952170647701401,.b11302690,Ethnography of the Yagua [by] Paul Fejos.,"[The Viking Fund, Inc.]",1943.
9952170708101401,.b11304844,The Dugum Dani; a Papuan culture in the highlands of West New Guinea [by] Karl G. Heider.,Aldine Pub. Co.,[1970]
9952170708401401,.b11304819,"The Wahi Wanyaturu; economics in an African society, by Harold K. Schneider.",Aldine Pub. Co.,[1970]
9952170708701401,.b11304789,Structure and change in Indian society. Edited by Milton Singer and Bernard S. Cohn.,Aldine Pub. Co.,[1968]
9952170708901401,.b11304765,"Proper peasants; traditional life in a Hungarian village, by Edit Fel and Tamas Hofer.",Aldine Pub. Co.,[1969]
9952170709101401,.b11304741,Genetic diversity and human behavior. Edited by J. N. Spuhler.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1967.
9952170709201401,.b11304728,Ethnomusicology of the Flathead Indians / by Alan P. Merriam.,"Distributed through Current anthropology for the Wenner-Green Foundation for Anthropological Research,",1967.
9952170709301401,.b11304704,The social organization of the Marri Baluch / by Robert N. Pehrson ; Compiled and analyzed from his notes by Fredrik Barth.,"Distributed through Current anthropology for the Wennner-Gren Foundation for Anthropological Research,",1966.
9952170709501401,.b11304686,Ceramics and man. Edited by Frederick R. Matson.,"Wenner-Gren Foundation for Anthropological Research; distributed through Current Anthropology,",1965.
9952170709701401,.b11304662,Readings in early anthropology / edited by J.S. Slotkin.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1965.
9952170733601401,.b11304273,Dances of Anahuac; the choreography and music of precortesian dances [by] Samuel Marti and Gertrude Prokosch Kurath.,Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,[c1964]
9952170733901401,.b11304248,Classification and human evolution / edited by Sherwood L. Washburn.,"distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1963.
9952170734201401,.b11304212,African ecology and human evolution / edited by F. Clark Howell and Francois Bourliere.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1963.
9952170734501401,.b11304182,Sturgeon hooks of Eurasia. Pref. by Robert F. Heizer.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1963.
9952170734801401,.b11304157,Japanese culture : its development and characteristics / edited by Robert J. Smith and Richard K. Beardsley.,"Distributed through Current Anthropology for the Wenner-Gren Foundation for Anthropological Research,",1962.
9952170735101401,.b11304121,A roster of civilizations and culture.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1962.
9952170735301401,.b11304108,Courses toward urban life; archeological considerations of some cultural alternates. Edited by Robert J. Braidwood and Gordon R. Willey.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1962.
9952170735501401,.b1130408x,Social life of early man.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1961.
9952170735701401,.b11304066,Prehistoric art of the western Mediterranean and the Sahara. Edited by Luis Pericot Garcia and Eduardo Ripoll Perello.,"Distributed through Current anthropology for the Wenner-Gren Foundation for Anthropological Research,",1964.
9952170735801401,.b11304042,Prehistoric art of the western Mediterranean and the Sahara. Edited by Louis Pericot Garcia and Eduardo Ripoll Perello.,Aldine Pub. Co.,[1964]
