9952161363801401,.b10034225,"Intellectual life in the Colonial South, 1585-1763 / by Richard Beale Davis.","University of Tennessee Press,",c1978.
9952161717201401,.b10055459,"Antichrist in seventeenth-century England, by Christopher Hill.",,1971.
9952162822301401,.b10197801,The Foreign policy of modern Japan / edited by Robert A. Scalapino ; foreword by Edwin O. Reischauer.,"University of California Press,",c1977.
9952162880201401,.b10212929,"The Acts of the Apostles; a commentary. [Translated by Bernard Noble and Gerald Shinn, under the supervision of Hugh Anderson, and with the translation rev. and brought up to date by R. McL. Wilson]",,[1971]
9952164081301401,.b10352272,Materialien zu Rainer Maria Rilke Die Aufzeichnungen des Malte Laurids Brigge / hrsg. u. mit e. Nachw. von Hartmut Engelhardt.,"Suhrkamp,","1974, 1977 printing."
9952165688901401,.b1052518x,"Deterrent diplomacy : Japan, Germany, and the USSR, 1935-1940 : selected translations from Taiheiyo senso e no michi, kaisen gaiko shi / edited by James William Morley.","Columbia University Press,",1976.
9952166566501401,.b10655852,George Orwell and the origins of 1984 / William Steinhoff.,"University of Michigan Press,",[1975]
9952167682001401,.b1077564x,Essays; selected and edited by W.P. Ker.,"Russell & Russell,",1961.
9952167682301401,.b10775614,The first part of King Henry the Fourth. edited by Samuel B. Hemingway.,"Yale University Press; [etc., etc.]",1917.
9952167792001401,.b10777040,"Another sheaf, by John Galsworthy.","C. Scribner's sons,",[c1919]
9952167883701401,.b10793823,Cock-a-doodle dandy; [play],"Macmillan,",1949.
9952167951501401,.b1078102x,Themes and variations / by Aldous Huxley.,"Harper,",c1950.
9952167987401401,.b10801145,The tinker's wedding : a comedy in two acts / by J. M. Synge.,"J. W. Luce,",1911.
9952168142901401,.b10803063,The law in Shakespeare / by Cushman K. Davis.,"West Pub. Co.,",1884.
9952168181901401,.b10833493,Peacock: his circle and his age.,"Cambridge U.P.,",1969 [i.e. 1968]
9952168206101401,.b10825186,"Dickens, money, and society.","University of California Press,",1968.
9952168247901401,.b10812076,"Jane Austen, by Lord David Cecil; the Leslie Stephen lecture delivered before the University of Cambridge on 1 May 1935.","The University press,",1935.
9952168277801401,.b10826579,"Ford Madox Ford, by Charles G. Hoffmann.",Twayne Publishers,[1967]
9952168324501401,.b10825782,"The Dickens dictionary; a key to the characters and principal incidents in the tales of Charles Dickens, by Gilbert A. Pierce; with additions by William A. Wheeler...","Houghton, Mifflin and company",1872.
9952168327001401,.b10832166,"D. H. Lawrence and German literature, with two hitherto unknown essays by D. H. Lawrence.","Mansfield Book Mart: H. Heinemann,",1963.
9952168885501401,.b10926653,"Samtliche Werke. [Hrsg. vom Rilke-Archiv in Verbindung mit Ruth Sieber-Rilke, besorgt durch Ernst Zinn.","Insel-Verlag,",1955-66.
9952168925201401,.b10878737,The turn of the novel.,"Oxford University Press,",1966.
9952169818601401,.b11223194,Not so long ago.,Random House,[1949]
9952170076901401,.b11253162,"The seven deadly sins; an introduction to the history of a religious concept, with special reference to medieval English literature.",Michigan State College Press,[c1952]
9952173016101401,.b11113418,"Pioneers of the old Southwest; a chronicle of the dark and bloody ground, by Constance Lindsay Skinner.","Yale university press; [etc., etc.]",1919.
9952173195901401,.b1113575x,Christ the educator / translated by Simon P. Wood.,"Fathers of the Church,",1954
9952173962501401,.b11493859,"The big change: America transforms itself, 1900-1950.",Harper,[1952]
9952174475101401,.b11559731,"Ho for heaven! Man's changing attitude toward dying, by Virginia Moore, with designs by Horst V. Rhoden.","E.P. Dutton & company, inc.",1946.
9952174643101401,.b11557497,"The social message of Jesus [by] Igino Giordani, translated by Alba I. Zizzamia.","St. Anthony Guild Press,",1943.
9952174708001401,.b11564970,"Light of Christ addresses given at the House of retreat Pleshey, in May, 1932 by Evelyn Underhill...with a memoir by Lucy Menzies","Lonmans, Green and co",1945
9952174954501401,.b11614572,Leaders and liberals in 20th century America.,F. Ungar Pub. Co.,[1961]
9952175007001401,.b11610979,"The Blue and the Gray, the story of the Civil War as told by participants.",Bobbs-Merrill,[1950]
9952175099901401,.b11613609,The presidential election of 1896 [by] Stanley L. Jones.,"University of Wisconsin Press,",1964.
9952175116601401,.b11612782,"The new empire; an interpretation of American expansion, 1860-1898.",Published for the American Historical Association [by] Cornell University Press,[1963]
9952175128601401,.b1161044x,"Civil War on the western border, 1854-1865, by Jay Monaghan.","Little, Brown",[1955]
9952175135201401,.b11611479,"Wearing of the gray; being personal portraits, scenes, and adventures of the war. Edited with an introd. and notes by Philip Van Doren Stern.",Indiana University Press,[1959]
9952175146001401,.b11612307,"Reconstruction, political and economic, 1865-1877.","Harper & brothers,",1907.
9952175146901401,.b11612186,The angry scar; the story of reconstruction.,"Doubleday,",1959.
9952175248101401,.b11614201,The new American right.,Criterion Books,[1955]
9952175357801401,.b11647097,The statesmanship of the Civil War.,"Macmillan,",1953.
9952175464901401,.b11639921,"The secession movement, 1860-1861, by Dwight Lowell Dumond ...","The Macmillan Company,",1931.
9952175467401401,.b11639374,"Abraham Lincoln, and the downfall of American slavery, by Noah Brooks ...","G.P. Putnam's Sons,",1894.
9952175490401401,.b11639817,Lincoln and the first shot.,Lippincott,[1963]
9952175507501401,.b11638187,The log-cabin campaign.,University of Kentucky Press,[1957]
9952175520401401,.b11646585,Reconstructing the Union; theory and policy during the Civil War.,Published for the American Historical Association [by] Cornell University Press,[1969]
9952175561601401,.b11659075,"Bradford's history of the Plymouth settlement, 1608-1650, rendered into modern English by Harold Paget.",E.P. Dutton & company,[c1920]
9952175564801401,.b1165899x,Boston; a topographical history.,"Belknap Press of Harvard University Press,",1968.
9952175587201401,.b11647516,The Forrestal diaries; edited by Walter Millis with the collaboration of E. S. Duffield.,"Viking Press,",1951.
9952175591001401,.b11650230,Mr. Lincoln's army.,"Doubleday,",1951.
9952175593601401,.b1163893x,"A journal of the Santa Fe Expedition under Colonel Doniphan, by Jacob S. Robinson. Reprinted, with an historical introduction and notes by Carl L. Cannon, from the edition of 1848.","Princeton University Press,",1932.
9952175610201401,.b11647371,Lincoln & the party divided.,University of Oklahoma Press,[1954]
9952175674801401,.b11660119,"White House diary, by Henrietta Nesbitt, F.D.R.'s housekeeper.","Doubleday,",1948.
9952175734401401,.b11649574,"Narrative of military operations, directed, during the late war between the states, by Joseph E. Johnston, General, C. S. A.","D. Appleton,",1874.
9952175860801401,.b11685487,"Toward a dynamic America; the challenge of a changing world, by Marquis W. Childs and William T. Stone, illustrated by Graphic associates.",The Foreign policy association,[c1941]
9952175867401401,.b11684987,"American foreign policy in Mexican relations, by James Morton Callahan.","The Macmillan Company,",1932.
9952175876201401,.b11682309,The Japanese people and foreign policy.,"University of California Press,",1961.
9952176022601401,.b11681585,"War and politics in China, by Sir John T. Pratt ...",J. Cape,[1943]
