9952162560301401,.b10178442,"Miracle hill; the story of a Navaho boy, by Emerson Blackhorse Mitchell and T.D. Allen.",University of Oklahoma Press,[1967]
9952162578901401,.b10176214,Seven arrows / Hyemeyohsts Storm.,"Ballantine Books,",c1972.
9952162648001401,.b1017137x,"Indian and Spanish selected writings, by John M. Goggin. [Edited by Charles H. Fairbanks, Irving Rouse, and William C. Sturtevant]","University of Miami Press,",1964.
9952163429101401,.b10274935,"A mortal flower : China: autobiography, history.",Putnam,"[1966,1965]"
9952163853001401,.b10332121,The new India / Ved Mehta.,"Viking Press,",c1978.
9952164181501401,.b10374000,The Suppressed book about slavery.,"Arno Press,",1968.
9952164813601401,.b10432802,"The first age of the Portuguese embassies, navigations, and peregrinations to the kingdoms and islands of Southeast Asia, 1509-1521.","Printed by Decatur Press,",1968]
9952167374901401,.b10728004,The neoplatonism of William Blake.,University of North Carolina Press,[1961]
9952167463301401,.b10768506,"The life of the spirit in the modern English poets, by Vida D. Scudder.","Houghton, Mifflin and company,",1895.
9952167712901401,.b10767344,The early English lyric & Franciscan spirituality / David L. Jeffrey.,"University of Nebraska Press,",[1975]
9952167739801401,.b10768749,A preface to eighteenth century poetry.,"Clarendon Press,",1948.
9952168076401401,.b10821922,Reason and energy; studies in German literature.,Grove Press,[1957]
9952168158501401,.b10838697,The golden nightingale; essays on some principles of poetry in the lyrics of William Butler Yeats.,"Hafner Pub. Co.,",1971 [c1949]
9952168222301401,.b1082117x,Studien und interpretationen : ausgewahlte Schriften zur deutschen Dichtung / Gerhard Fricke.,"Hans F. Menck,",c1956.
9952168335801401,.b10827341,Geschichte der deutschen Literatur von den altesten zeiten bis zur Gegenwart; von Prof. Dr. Friedrich Vogt und Prof. Dr. Max Koch.,"Bibliographisches Institut ag.,",1934-38.
9952168336801401,.b10819940,Wirklichkeit und Illusion. Studien uber Gehalt und Grenzen des Begriffs Realismus fur die erzahlende Dichtung des 19. Jahrhunderts.,"Niemeyer,",1966.
9952168627401401,.b10862018,"Star-points; songs of joy, faith, and promise from the present-day poets, selected by Mrs. Waldo Richards ...","Houghton Mifflin,",1921.
9952168736401401,.b10866693,"Mythology and the romantic tradition in English poetry, by Douglas Bush.","Pageant Book Co.,",1957 [c1937]
9952168739901401,.b10866322,The romantic imagination.,"Harvard Univ. Press,",1949.
