9952162839101401,.b10194642,"Race against prime time [videorecording] / written, produced and directed by David Schulman.","California Newsreel,",c1985.
9952163058401401,.b10253555,Stranger and friend; the way of an anthropologist.,W. W. Norton,[1966]
9952163058901401,.b1026226x,Africa: its peoples and their culture history.,"McGraw-Hill,",1959.
9952163153301401,.b10258449,"We Europeans; a survey of 'racial' problems, by Julian  S. Huxley ... and A. C. Haddon ... with a contribution by A. M. Carr-Saunders.","Harper,",1936.
9952163163401401,.b10257846,Human races.,Thomas,[1962]
9952163163801401,.b10251625,The Race concept : results of an inquiry / UNESCO.,"[UNESCO,",c1952].
9952163454601401,.b10265193,"Vygotsky's developmental theory [videorecording] : an introduction / written and narrated by Elena Bodrova and Deborah Leong ; director, John Davidson ; producer, Frances Davidson.","Davidson Films, Inc.,",c1993.
9952163456101401,.b10265156,Piaget's developmental theory [videorecording] : an overview / Davidson Films ; written by David Elkind.,"Davidson Films,",c1989.
9952163457901401,.b10265119,"Erik H. Erikson [videorecording] : a life's work / a film by Frances W. Davidson, John M. Davidson ; produced by Davidson Films, Inc.","Davidson Films, Inc.,",c1992.
9952163504001401,.b1025142x,The origin of the Aryans : an account of the prehistoric ethnology and civilization of Europe / by Isaac Taylor.,"Humbol,",[1889]
9952163505601401,.b10258310,Racial realities in Europe / by Lothrop Stoddard.,"C. Scribner's Sons,",c1924.
9952163518301401,.b10258243,"The racial elements of European history, by Hans F. K. Gunther. Translated from the 2d German ed. by G. C. Wheeler.",Kennikat Press,[1970]
9952163524501401,.b10262076,The people of Africa / Jean Hiernaux.,"Weidenfeld and Nicolson,",[1974]
9952163524701401,.b10258164,"The passing of the great race; or, The racial basis of European history, by Madison Grant ...","C. Scribner's sons,",1921.
9952163529401401,.b10258656,The story of the British race. By John Munro.,"D. Appleton & co.,",1899.
9952163540601401,.b1025173x,The race question in modern science; race and science.,"Columbia University Press,",1961.
9952163551301401,.b10257950,The peoples of Europe.,"Oxford University Press, H. Milford,",1922.
9952163652401401,.b10257664,"A sketch of Semitic origins, social and religious, by George Aaron Barton ...",The Macmillan Company;,1902.
9952163793601401,.b10313400,The world of primitive man.,H. Schuman,[1953]
9952163794101401,.b10313345,"The study of man; an introduction, by Ralph Linton ...","D. Appleton-Century Company, incorporated,",1936.
9952163801501401,.b10313047,"History of anthropology, by Alfred C. Haddon, with the help of A. Hingston Quiggin.","G.P. Putnam's Sons,",1910.
9952163803101401,.b10312857,"General anthropology, edited by Franz Boas, with contributions by Ruth Benedict, Franz Boas, Ruth Bunzel [and others] ...",D.C. Heath and Company,[c1938]
9952163804101401,.b10312730,"Anthropology and modern life, by Franz Boas.",Norton,[c1928]
9952163805101401,.b10312614,"An inquiry into the question of cultural stability in Polynesia, by Margaret Mead.","Columbia University Press,",1928.
9952163907001401,.b10313813,"Anthropology; an introduction to the study of man and civilization, by Edward B. Tylor.","D. Appleton and company,",1904.
9952163909001401,.b10311117,"Person, time, and conduct in Bali: an essay in cultural analysis.","Southeast Asia Studies, Yale University;",1966]
9952163922201401,.b10311841,Coral gardens and their magic.,Indiana University Press,[1965]
9952163923001401,.b10311798,"Argonauts of the western Pacific; an account of native enterprise and adventure in the archipelagoes of Melanesian New Guinea, by Bronislaw Malinowski ... with a preface by Sir James George Frazer ... With 5 maps, 65 illustrations, and 2 figures.","G. Routledge & Sons, ltd.;",1922.
9952163923801401,.b10311725,The aborigines of Victoria: with notes relating to the habits of the natives of other parts of Australia and Tasmania. Comp. from various sources for the government of Victoria by R. Brough Smyth.,"J. Ferres, gov't printer; [etc., etc.]",1878.
9952163971601401,.b10312213,"We, the Tikopia : a sociological study of kinship in primitive Polynesia / Raymond William Firth ; with a pref. by Bronislaw Malinowski.","Allen & Unwin,","1961, c1957."
9952163974901401,.b10311993,A diary in the strict sense of the term. Pref. by Valetta Malinowska. Introd. by Raymond Firth. Translated by Norbert Guterman. Index of native terms by Mario Bick.,"Harcourt, Brace & World",[1967]
9952163975301401,.b10311956,Sex and temperament in three primitive societies.,"W. Morrow & company,",1935.
9952163975801401,.b10311907,"New lives for old; cultural transformation--Manus, 1928-1953.","Morrow,",1956.
9952163976001401,.b10311889,"From the South seas; studies of adolescence and sex in primitive societies, by Margaret Mead ...","W. Morrow & Company,",1939.
9952165467101401,.b10503432,"Biological anthropology : the state of the science / edited by Noel T. Boaz, Linda D. Wolfe.","International Institute for Human Evolutionary Research,",c1995.
9952165697401401,.b10525889,Understanding physical anthropology and archeology / William A. Turnbaugh ... [et al.].,"West Pub. Co.,",c1996.
9952166364401401,.b10635786,"The scent of green papaya [videorecording] = L'odeur de la papaye verte / Les Productions Lazennec en coproduction avec La SFP Cinema, La Sept Cinema ; avec la participation de Canal +, Le Centre National de la Cinematographie.","Columbia TriStar Home Video,",1995.
9952167117401401,.b10692460,"Genesis, a living conversation. Episode 5, God's wrestling ; Exile [videorecording] / producer/ director, Catherine Tatge ; produced by Public Affairs Television, Inc. [and] WNET New York.","Newbridge Communications,",c1996.
9952167244701401,.b10708522,"Genesis, a living conversation. Episode 2, The first murder ; Apocalypse / producer/ director, Catherine Tatge ; produced by Public Affairs Television, Inc. [and] WNET New York.","Newbridge Communications,",c1996.
9952167245001401,.b10708480,"Genesis, a living conversation. Episode 4, The test ; Blessed deception [videorecording] / producer/ director, Catherine Tatge ; produced by Public Affairs Television, Inc. [and] WNET New York.","Newbridge Communications,",c1996.
9952167245401401,.b10708443,"Genesis, a living conversation. Episode 3, Call and promise ; A family affair [videorecording] / producer/ director, Catherine Tatge ; produced by Public Affairs Television, Inc. [and] WNET New York.","Newbridge Communications,",c1996.
9952167245801401,.b10708406,"Genesis, a living conversation. Episode 1. In God's image ; Temptation [videorecording] / producer/ director, Catherine Tatge ; produced by Public Affairs Television, Inc. [and] WNET New York.","Newbridge Communications,",c1996.
