9952161482301401,.b1003884x,Pressure politics in contemporary Britain / Graham Wootton.,"Lexington Books,",c1978.
9952161629301401,.b10043275,"Invisible empire; the story of the Ku Klux klan, 1866-1871, by Stanley F. Horn ...","Houghton Mifflin Company,",1939.
9952162107001401,.b10098653,"The Seventy-sixth Congress and World War II, 1939-1940 / David L. Porter.","University of Missouri Press,",1979.
9952162185901401,.b10148425,"Seeds of discord : De Gaulle, Free France, and the Allies.","Syracuse University Press,",1964.
9952163573401401,.b10291945,Working class radicalism in mid-Victorian England / Trygve R. Tholfsen.,"Columbia University Press,",1977.
9952164057501401,.b10347902,"Against Stalin and Hitler: memoir of the Russian Liberation Movement, 1941-5; translated from the German with a foreword by David Footman.","Macmillan,",1970.
9952164126301401,.b10335365,Ireland and the classical tradition / W. B. Stanford.,A. Figgis ;,1976.
9952164712101401,.b10403097,Europe in revolt / by Rene Kraus.,"Macmillan,",1942.
9952165062001401,.b10475138,The unknown warriors : a personal account of the French resistnce / by Guillain de Benouville. Translated from the French by Lawrence G. Blochman.,"Simon and Schuster,",1949.
9952168221101401,.b10821302,The Edwardians [by] J. B. Priestley.,Harper & Row,[1970]
9952168746601401,.b10865585,The German generals talk / B.H. Liddell Hart.,"W. Morrow,",1948.
9952169501201401,.b11174559,"Calendar of the manuscripts of the Most Honourable the Marquess of Salisbury ... preserved at Hatfield House, Hertfordshire ...",,1883-
9952169565001401,.b11200911,"John Wildman, plotter and postmaster; a study of the English republican movement in the seventeenth century.",J. Cape,[1947]
9952169570101401,.b11204643,Essays in modern English history in honor of Wilbur Cortez Abbott.,"Harvard university press,",1941.
9952169934701401,.b11210898,"The English revolution, 1688-1689, by George Macaulay Trevelyan.",H. Holt and company,[c1939]
9952170426801401,.b11283634,"The passing of the Whigs, 1832-1886.",Macmillan;,1962.
9952170460901401,.b11297244,"George III and William Pitt, 1783-1806 : a new interpretation based upon a study of their unpublished correspondence / by Donald Grove Barnes.",Stanford university press ;,[c1939]
9952170489501401,.b11305769,"Meeting at Potsdam / Charles L. Mee, Jr.","M. Evans,",1975.
9952173606901401,.b11386101,Playing for time / Fania Fenelon with Marcelle Routier ; translated from the French by Judith Landry.,"Atheneum,","1977, c1976."
9952174054001401,.b11511412,"The British war blue book. Miscellaneous no. 9 (1939) Documents concerning German-Polish relations and the outbreak of hostilities between Great Britain and Germany on September 3, 1939. Presented by the Secretary of State for Foreign affairs to Parliament by command of His Majesty.",Farrar & Rinehart,[1939]
9952174259901401,.b11527237,"Problems of the postwar world, a symposium on postwar problems, by members of the faculty of the Division of the social studies at the University of Wisconsin and others.  Thomas Carson Tooke McCormick, editor.","McGraw-Hill book company, inc.,",1945.
9952174275601401,.b1152893x,Report on the manuscripts of the corporation of Beverley.,"Printed for H. M. Stationery Office, by Mackie,",1900.
9952174276601401,.b11528837,"Report on the manuscripts of the Earl of Ancaster, preserved at Grimsthorpe.","Printed for H. M. Stationery off. by J. Falconer,",1907.
9952174316101401,.b11512258,A peace that pays.,Foreign Policy Association,[1944]
9952174318201401,.b11512118,"How new will the better world be? A discussion of post-war reconstruction, by Carl L. Becker ...","A.A. Knopf,",1944.
9952174337501401,.b11511576,"Failure of a mission; Berlin 1937-1939, by the Right Honorable Sir Nevile Henderson.",G. P. Putnam's sons,[c1940]
9952174354601401,.b11541957,"This is England today, by Allan Nevins ...","C. Scribner's Sons,",1941.
9952174358501401,.b11541337,"Mansion house of liberty, by Phyllis Bottome.","Little, Brown and company,",1941.
9952174361001401,.b11540990,"The Dutch under German occupation, 1940-1945.","Stanford University Press,",1963.
9952174392901401,.b11529763,"The manuscripts of J. B. Fortscue, esq., preserved at Dropmore.","Printed for H. M. Stationary off., by Eyre and Spottiswoode,",1892-1927.
9952174393501401,.b11529635,Manuscripts of the Earl of Egmont. Diary of Viscount Percival afterwards first Earl of Egmont ...,"H.M. Stationery off.,",1920-23.
9952174395101401,.b1152943x,"Report on the manuscripts of the Earl of Denbigh, preserved at Newnham Paddox, Warwickshire. (Part V.) ...","H. M. Stationery Office,",1911.
9952174417401401,.b11530479,The manuscripts of His Grace the Duke of Rutland ...preserved at Belvoir castle...,"Printed for H.M. Statioery Off., by Eyre & Spottiswoode,",1888-1905.
9952174419301401,.b11530194,Report on the manuscripts of Lord Montagu of Beaulieu.,"Printed for H. M. Stationary off., by Mackie & co. ld.,",1900.
9952174422701401,.b11536433,"The forgotten ally, by Pierre Van Paassen.","Dial Press,",1943.
9952174426901401,.b1153607x,"Germany, nation or no-man's land, with an article by George N. Shuster.",Foreign Policy Association,[1946]
9952174427301401,.b11536056,European jigsaw.,Foreign Policy Association,[1945]
9952174434801401,.b11537887,"The German white paper; full text of the Polish documents issued by the Berlin Foreign office, with a foreword by C. Hartley Grattan.","Howell, Soskin and Company,",1940.
9952174442001401,.b11526543,"The super-powers: the United States, Britain, and the Soviet Union--their responsibility for peace, by William T.R. Fox ...","Harcourt, Brace and Company",[1944]
9952174456201401,.b11558428,"The Soviet history of World War II: myths, memories, and realities.",Praeger,[1963]
9952174457401401,.b11558283,"We're in this with Russia, by Wallace Carroll.","Houghton Mifflin company,",1942.
9952174477201401,.b11559561,"Asia for the Asiatics? The techniques of Japanese occupation, by Robert S. Ward. Introduction by Laurence Salisbury.",University of Chicago Press,[1945]
9952174491201401,.b11543346,Strange defeat; a statement of evidence written in 1940. With an introd. by Sir Maurice Powicke and a foreword by Georges Altman. Translated from the French by Gerard Hopkins.,"Octagon Books,",1968.
9952174496401401,.b11542561,Design for aggression; the inside story of Hitler's war plans.,Harper,"[1947,c1946]"
9952174515601401,.b11539914,"Roosevelt and Churchill, their secret wartime correspondence. Edited by Francis L. Loewenheim, Harold D. Langley [and] Manfred Jonas.","Saturday Review Press,",1975.
